1,0,1,7.2360125455826765,672,177.3013845324676
1,1,1,7.2360125455826765,666,180.2604551592317
1,2,1,7.2360125455826765,683,175.7968419422376
1,3,1,7.2360125455826765,693,162.8079672365203
1,4,1,7.2360125455826765,686,163.24072556012604
1,5,1,7.2360125455826765,677,163.13977849290404
1,6,1,7.2360125455826765,678,177.27157673860353
1,7,1,7.2360125455826765,683,162.76604674825666
1,8,1,7.2360125455826765,685,163.46478173367984
1,9,1,7.2360125455826765,678,165.91112086979666
2,0,1,10.233267079464886,1343,172.42182652250438
2,1,1,10.233267079464886,1334,165.77791204980747
2,2,1,10.233267079464886,1336,166.55789805728753
2,3,1,10.233267079464886,1327,167.3412453132548
2,4,1,10.233267079464886,1344,171.23468834755792
2,5,1,10.233267079464886,1322,169.98675915790838
2,6,1,10.233267079464886,1329,173.15383219558652
2,7,1,10.233267079464886,1330,167.87138488741166
2,8,1,10.233267079464886,1311,171.68368718415564
2,9,1,10.233267079464886,1309,167.66367825398152
